OG	Human	Species	Human_gene	Gene
6756	H. sapiens	S. cerevisiae	ALG9	ALG9
6760	H. sapiens	X. laevis	RIOK2	riok2
6760	H. sapiens	S. cerevisiae	RIOK2	RIO2
6760	H. sapiens	C. elegans	RIOK2	riok-2
6760	H. sapiens	M. musculus	RIOK2	Riok2
6760	H. sapiens	R. norvegicus	RIOK2	Riok2
6760	H. sapiens	D. melanogaster	RIOK2	CG11859
6768	H. sapiens	C. elegans	MRPL11	mrpl-11
6768	H. sapiens	X. laevis	MRPL11	mrpl11
6768	H. sapiens	S. cerevisiae	MRPL11	MRPL19
6768	H. sapiens	M. musculus	MRPL11	Mrpl11
6768	H. sapiens	R. norvegicus	MRPL11	mrpl11
6768	H. sapiens	D. melanogaster	MRPL11	mRpL11
6774	H. sapiens	S. cerevisiae	FAHD1	FMP41
6774	H. sapiens	R. norvegicus	FAHD1	Fahd1
6774	H. sapiens	D. melanogaster	FAHD1	CG5793
6774	H. sapiens	M. musculus	FAHD1	Fahd1
6774	H. sapiens	C. elegans	FAHD1	ZK688.3
6774	H. sapiens	X. laevis	FAHD1	fahd1
6779	H. sapiens	S. cerevisiae	ZFAND1	YNL155W
6779	H. sapiens	R. norvegicus	ZFAND1	Zfand1
6779	H. sapiens	X. laevis	ZFAND1	zfand1
6779	H. sapiens	M. musculus	ZFAND1	Zfand1
6781	H. sapiens	M. musculus	LSM7	Lsm7
6781	H. sapiens	X. laevis	LSM7	lsm7
6781	H. sapiens	D. melanogaster	LSM7	LSm7
6781	H. sapiens	S. cerevisiae	LSM7	LSM7
6781	H. sapiens	C. elegans	LSM7	lsm-7
6781	H. sapiens	R. norvegicus	LSM7	Lsm7
6785	H. sapiens	X. laevis	NAT10	nat10
6785	H. sapiens	C. elegans	NAT10	nath-10
6785	H. sapiens	S. cerevisiae	NAT10	KRE33
6785	H. sapiens	D. melanogaster	NAT10	l(1)G0020
6785	H. sapiens	M. musculus	NAT10	Nat10
6785	H. sapiens	R. norvegicus	NAT10	Nat10
6787	H. sapiens	D. melanogaster	NMRK1	CG12016
6787	H. sapiens	X. laevis	NMRK1	nmrk1
6787	H. sapiens	R. norvegicus	NMRK1	Nmrk1
6787	H. sapiens	M. musculus	NMRK1	Nmrk1
6797	H. sapiens	D. melanogaster	DDX5	CG10077
6797	H. sapiens	M. musculus	DDX5	Ddx5
6797	H. sapiens	X. laevis	DDX5	ddx5
6797	H. sapiens	S. cerevisiae	DDX5	DBP2
6797	H. sapiens	R. norvegicus	DDX5	Ddx5
6802	H. sapiens	D. melanogaster	POLA1	DNApol-alpha180
6802	H. sapiens	C. elegans	POLA1	Y47D3A.29
6802	H. sapiens	X. laevis	POLA1	pola1
6802	H. sapiens	S. cerevisiae	POLA1	POL1
6802	H. sapiens	R. norvegicus	POLA1	Pola1
6802	H. sapiens	M. musculus	POLA1	Pola1
6804	H. sapiens	R. norvegicus	ING3	Ing3
6804	H. sapiens	X. laevis	ING3	ing3
6804	H. sapiens	M. musculus	ING3	Ing3
6806	H. sapiens	S. cerevisiae	C9orf41	YNL092W
6806	H. sapiens	X. laevis	C9orf41	c9orf41
6806	H. sapiens	D. melanogaster	C9orf41	CG11596
6806	H. sapiens	M. musculus	C9orf41	2410127L17Rik
6806	H. sapiens	R. norvegicus	C9orf41	RGD1311863
6806	H. sapiens	C. elegans	C9orf41	Y48E1C.2
6814	H. sapiens	S. cerevisiae	DLAT	LAT1
6814	H. sapiens	D. melanogaster	DLAT	CG5261
6814	H. sapiens	M. musculus	DLAT	Dlat
6814	H. sapiens	R. norvegicus	DLAT	Dlat
6814	H. sapiens	X. laevis	DLAT	dlat
6814	H. sapiens	C. elegans	DLAT	dlat-1
6815	H. sapiens	M. musculus	HEMK1	Hemk1
6815	H. sapiens	D. melanogaster	HEMK1	CG9531
6815	H. sapiens	R. norvegicus	HEMK1	Hemk1
6815	H. sapiens	X. laevis	HEMK1	hemk1
6818	H. sapiens	R. norvegicus	ACTR5	Actr5
6818	H. sapiens	M. musculus	ACTR5	Actr5
6818	H. sapiens	D. melanogaster	ACTR5	Arp5
6818	H. sapiens	S. cerevisiae	ACTR5	ARP5
6818	H. sapiens	X. laevis	ACTR5	actr5
6821	H. sapiens	X. laevis	AARSD1	aarsd1
6821	H. sapiens	R. norvegicus	AARSD1	Aarsd1
6821	H. sapiens	S. cerevisiae	AARSD1	YNL040W
6821	H. sapiens	D. melanogaster	AARSD1	CG10802
6821	H. sapiens	M. musculus	AARSD1	Aarsd1
6828	H. sapiens	S. cerevisiae	NSUN5	RCM1
6828	H. sapiens	C. elegans	NSUN5	CELE_Y53F4B.4
6828	H. sapiens	R. norvegicus	NSUN5	Nsun5
6828	H. sapiens	M. musculus	NSUN5	Nsun5
6828	H. sapiens	X. laevis	NSUN5	nsun5
6833	H. sapiens	D. melanogaster	MLST8	Lst8
6833	H. sapiens	X. laevis	MLST8	mlst8
6833	H. sapiens	M. musculus	MLST8	Mlst8
6833	H. sapiens	S. cerevisiae	MLST8	LST8
6833	H. sapiens	R. norvegicus	MLST8	Mlst8
6834	H. sapiens	D. melanogaster	SLC25A26	CG4743
6834	H. sapiens	C. elegans	SLC25A26	CELE_D1046.3
6834	H. sapiens	X. laevis	SLC25A26	slc25a26
6834	H. sapiens	M. musculus	SLC25A26	Slc25a26
6834	H. sapiens	R. norvegicus	SLC25A26	Slc25a26
6834	H. sapiens	S. cerevisiae	SLC25A26	PET8
6835	H. sapiens	C. elegans	PELO	R74.6
6835	H. sapiens	M. musculus	PELO	Pelo
6835	H. sapiens	R. norvegicus	PELO	Pelo
6835	H. sapiens	D. melanogaster	PELO	pelo
6836	H. sapiens	M. musculus	ATG3	Atg3
6836	H. sapiens	C. elegans	ATG3	atg-3
6836	H. sapiens	X. laevis	ATG3	atg3
6836	H. sapiens	R. norvegicus	ATG3	Atg3
6836	H. sapiens	D. melanogaster	ATG3	Aut1
6838	H. sapiens	M. musculus	DUS2	Dus2
6838	H. sapiens	C. elegans	DUS2	Y54E5A.6
6838	H. sapiens	R. norvegicus	DUS2	Dus2
6838	H. sapiens	D. melanogaster	DUS2	CG1434
6838	H. sapiens	X. laevis	DUS2	dus2
6843	H. sapiens	R. norvegicus	CBWD1	Cbwd1
6843	H. sapiens	S. cerevisiae	CBWD1	YNR029C
6843	H. sapiens	M. musculus	CBWD1	Cbwd1
6843	H. sapiens	X. laevis	CBWD1	cbwd2
6848	H. sapiens	R. norvegicus	MRPS12	Mrps12
6848	H. sapiens	C. elegans	MRPS12	mrps-12
6848	H. sapiens	M. musculus	MRPS12	Mrps12
6848	H. sapiens	D. melanogaster	MRPS12	tko
6848	H. sapiens	S. cerevisiae	MRPS12	MRPS12
6848	H. sapiens	X. laevis	MRPS12	mrps12
6850	H. sapiens	R. norvegicus	DDX51	Ddx51
6850	H. sapiens	M. musculus	DDX51	Ddx51
6850	H. sapiens	D. melanogaster	DDX51	Dbp73D
6850	H. sapiens	X. laevis	DDX51	ddx51
6858	H. sapiens	D. melanogaster	GNL2	ns2
6858	H. sapiens	S. cerevisiae	GNL2	NOG2
6858	H. sapiens	R. norvegicus	GNL2	Gnl2
6858	H. sapiens	X. laevis	GNL2	gnl2
6858	H. sapiens	M. musculus	GNL2	Gnl2
6858	H. sapiens	C. elegans	GNL2	ngp-1
6862	H. sapiens	M. musculus	AIFM2	Aifm2
6862	H. sapiens	X. laevis	AIFM2	aifm2
6862	H. sapiens	R. norvegicus	AIFM2	Aifm2
6867	H. sapiens	M. musculus	EXOSC3	Exosc3
6867	H. sapiens	C. elegans	EXOSC3	exos-3
6867	H. sapiens	R. norvegicus	EXOSC3	Exosc3
6867	H. sapiens	D. melanogaster	EXOSC3	Rrp40
6867	H. sapiens	X. laevis	EXOSC3	LOC100491278
6867	H. sapiens	S. cerevisiae	EXOSC3	RRP40
6870	H. sapiens	M. musculus	WDR24	Wdr24
6870	H. sapiens	R. norvegicus	WDR24	Wdr24
6870	H. sapiens	X. laevis	WDR24	wdr24
6870	H. sapiens	D. melanogaster	WDR24	CG7609
6872	H. sapiens	D. melanogaster	RBX1	Roc1a
6872	H. sapiens	M. musculus	RBX1	Gm9840
6872	H. sapiens	X. laevis	RBX1	rbx1
6872	H. sapiens	C. elegans	RBX1	rbx-1
6875	H. sapiens	M. musculus	TRMT13	Trmt13
6875	H. sapiens	D. melanogaster	TRMT13	CG18048
6875	H. sapiens	S. cerevisiae	TRMT13	TRM13
6875	H. sapiens	R. norvegicus	TRMT13	Trmt13
6875	H. sapiens	X. laevis	TRMT13	trmt13
6875	H. sapiens	C. elegans	TRMT13	Y49A3A.3
6876	H. sapiens	X. laevis	TRMT11	trmt11
6876	H. sapiens	M. musculus	TRMT11	Trmt11
6876	H. sapiens	S. cerevisiae	TRMT11	TRM11
6876	H. sapiens	D. melanogaster	TRMT11	CG1074
6876	H. sapiens	C. elegans	TRMT11	Y71F9AL.1
6876	H. sapiens	R. norvegicus	TRMT11	Trmt11
6879	H. sapiens	M. musculus	USP6NL	Usp6nl
6879	H. sapiens	X. laevis	USP6NL	usp6nl
6879	H. sapiens	R. norvegicus	USP6NL	Usp6nl
6885	H. sapiens	R. norvegicus	RFC2	Rfc2
6885	H. sapiens	S. cerevisiae	RFC2	RFC4
6885	H. sapiens	M. musculus	RFC2	Rfc2
6885	H. sapiens	C. elegans	RFC2	rfc-2
6885	H. sapiens	X. laevis	RFC2	rfc2
6885	H. sapiens	D. melanogaster	RFC2	RfC4
6886	H. sapiens	D. melanogaster	TRMT10A	CG14618
6886	H. sapiens	S. cerevisiae	TRMT10A	TRM10
6886	H. sapiens	C. elegans	TRMT10A	F25H8.1
6886	H. sapiens	R. norvegicus	TRMT10A	Trmt10a
6886	H. sapiens	M. musculus	TRMT10A	Trmt10a
6886	H. sapiens	X. laevis	TRMT10A	trmt10a
6891	H. sapiens	X. laevis	NAA25	naa25
6891	H. sapiens	R. norvegicus	NAA25	Naa25
6891	H. sapiens	D. melanogaster	NAA25	psidin
6891	H. sapiens	C. elegans	NAA25	cra-1
6891	H. sapiens	M. musculus	NAA25	Naa25
6899	H. sapiens	R. norvegicus	ASS1	Ass1
6899	H. sapiens	S. cerevisiae	ASS1	ARG1
6899	H. sapiens	X. laevis	ASS1	ass1
6899	H. sapiens	D. melanogaster	ASS1	CG1315
6899	H. sapiens	M. musculus	ASS1	Ass1
6908	H. sapiens	R. norvegicus	C11orf73	l7Rn6
6908	H. sapiens	D. melanogaster	C11orf73	CG13926
6908	H. sapiens	M. musculus	C11orf73	l7Rn6
6908	H. sapiens	X. laevis	C11orf73	c11orf73
6910	H. sapiens	C. elegans	DIS3	dis-3
6910	H. sapiens	M. musculus	DIS3	Dis3
6910	H. sapiens	R. norvegicus	DIS3	Dis3
6910	H. sapiens	X. laevis	DIS3	dis3
6910	H. sapiens	D. melanogaster	DIS3	Dis3
6910	H. sapiens	S. cerevisiae	DIS3	DIS3
6916	H. sapiens	X. laevis	COQ10B	coq10a
6916	H. sapiens	D. melanogaster	COQ10B	CG9410
6916	H. sapiens	R. norvegicus	COQ10B	Coq10b
6916	H. sapiens	M. musculus	COQ10B	Coq10b
6920	H. sapiens	S. cerevisiae	ALG6	ALG6
6920	H. sapiens	R. norvegicus	ALG6	Alg6
6920	H. sapiens	M. musculus	ALG6	Alg6
6920	H. sapiens	X. laevis	ALG6	alg6
6920	H. sapiens	C. elegans	ALG6	C08B11.8
6920	H. sapiens	D. melanogaster	ALG6	gny
6922	H. sapiens	X. laevis	TSR3	tsr3
6922	H. sapiens	D. melanogaster	TSR3	CG4338
6922	H. sapiens	C. elegans	TSR3	F52C12.2
6922	H. sapiens	R. norvegicus	TSR3	Tsr3
6922	H. sapiens	M. musculus	TSR3	Tsr3
6924	H. sapiens	D. melanogaster	SIRT6	Sirt6
6924	H. sapiens	R. norvegicus	SIRT6	Sirt6
6924	H. sapiens	X. laevis	SIRT6	sirt6
6924	H. sapiens	M. musculus	SIRT6	Sirt6
6927	H. sapiens	S. cerevisiae	XRN2	RAT1
6927	H. sapiens	D. melanogaster	XRN2	Rat1
6927	H. sapiens	X. laevis	XRN2	xrn2
6927	H. sapiens	M. musculus	XRN2	Xrn2
6927	H. sapiens	R. norvegicus	XRN2	Xrn2
6927	H. sapiens	C. elegans	XRN2	xrn-2
6931	H. sapiens	S. cerevisiae	ALG8	ALG8
6931	H. sapiens	M. musculus	ALG8	Alg8
6931	H. sapiens	D. melanogaster	ALG8	CG4542
6931	H. sapiens	R. norvegicus	ALG8	Alg8
6931	H. sapiens	X. laevis	ALG8	alg8
6935	H. sapiens	D. melanogaster	SLC39A9	CG2177
6935	H. sapiens	X. laevis	SLC39A9	slc39a9
6935	H. sapiens	M. musculus	SLC39A9	Slc39a9
6935	H. sapiens	C. elegans	SLC39A9	T01D3.5
6935	H. sapiens	R. norvegicus	SLC39A9	Slc39a9
6937	H. sapiens	C. elegans	TUSC3	ZK686.3
6937	H. sapiens	M. musculus	TUSC3	Tusc3
6937	H. sapiens	D. melanogaster	TUSC3	Ostgamma
6937	H. sapiens	R. norvegicus	TUSC3	Tusc3
6937	H. sapiens	X. laevis	TUSC3	tusc3
6937	H. sapiens	S. cerevisiae	TUSC3	OST3
6943	H. sapiens	R. norvegicus	RPIA	Rpia
6943	H. sapiens	D. melanogaster	RPIA	Rpi
6943	H. sapiens	M. musculus	RPIA	Rpia
6943	H. sapiens	X. laevis	RPIA	rpia
6943	H. sapiens	C. elegans	RPIA	rpia-1
6943	H. sapiens	S. cerevisiae	RPIA	RKI1
6947	H. sapiens	R. norvegicus	SCYL1	Scyl1
6947	H. sapiens	M. musculus	SCYL1	Scyl1
6947	H. sapiens	C. elegans	SCYL1	W07G4.3
6947	H. sapiens	D. melanogaster	SCYL1	yata
6947	H. sapiens	X. laevis	SCYL1	scyl1
6950	H. sapiens	X. laevis	RIOK1	riok1
6950	H. sapiens	S. cerevisiae	RIOK1	RIO1
6950	H. sapiens	M. musculus	RIOK1	Riok1
6950	H. sapiens	R. norvegicus	RIOK1	Riok1
6950	H. sapiens	D. melanogaster	RIOK1	CG11660
6950	H. sapiens	C. elegans	RIOK1	riok-1
6953	H. sapiens	X. laevis	COQ7	coq7
6953	H. sapiens	M. musculus	COQ7	Coq7
6953	H. sapiens	C. elegans	COQ7	clk-1
6953	H. sapiens	R. norvegicus	COQ7	Coq7
6953	H. sapiens	S. cerevisiae	COQ7	CAT5
6953	H. sapiens	D. melanogaster	COQ7	COQ7
6957	H. sapiens	C. elegans	SLC25A15	T10F2.2
6957	H. sapiens	M. musculus	SLC25A15	Slc25a15
6957	H. sapiens	D. melanogaster	SLC25A15	CG1628
6957	H. sapiens	X. laevis	SLC25A15	slc25a15
6957	H. sapiens	R. norvegicus	SLC25A15	Slc25a15
6960	H. sapiens	X. laevis	TPK1	tpk1
6960	H. sapiens	C. elegans	TPK1	tpk-1
6960	H. sapiens	M. musculus	TPK1	Tpk1
6960	H. sapiens	R. norvegicus	TPK1	Tpk1
6960	H. sapiens	D. melanogaster	TPK1	CG14721
6961	H. sapiens	R. norvegicus	PNO1	Pno1
6961	H. sapiens	M. musculus	PNO1	Pno1
6961	H. sapiens	D. melanogaster	PNO1	l(1)G0004
6961	H. sapiens	C. elegans	PNO1	Y53C12B.2
6961	H. sapiens	X. laevis	PNO1	pno1
6961	H. sapiens	S. cerevisiae	PNO1	PNO1
6973	H. sapiens	M. musculus	PSAT1	Psat1
6973	H. sapiens	R. norvegicus	PSAT1	Psat1
6973	H. sapiens	X. laevis	PSAT1	psat1
6973	H. sapiens	S. cerevisiae	PSAT1	SER1
6973	H. sapiens	D. melanogaster	PSAT1	CG11899
6973	H. sapiens	C. elegans	PSAT1	F26H9.5
6980	H. sapiens	D. melanogaster	NOC2L	CG9246
6980	H. sapiens	X. laevis	NOC2L	noc2l
6980	H. sapiens	M. musculus	NOC2L	Noc2l
6980	H. sapiens	R. norvegicus	NOC2L	Noc2l
6980	H. sapiens	C. elegans	NOC2L	pro-2
6980	H. sapiens	S. cerevisiae	NOC2L	NOC2
6981	H. sapiens	D. melanogaster	POLR3B	RpIII128
6981	H. sapiens	M. musculus	POLR3B	Polr3b
6981	H. sapiens	R. norvegicus	POLR3B	Polr3b
6981	H. sapiens	S. cerevisiae	POLR3B	RET1
6981	H. sapiens	C. elegans	POLR3B	F09F7.3
6981	H. sapiens	X. laevis	POLR3B	polr3b
6988	H. sapiens	S. cerevisiae	SLC25A21	ODC2
6988	H. sapiens	X. laevis	SLC25A21	slc25a21
6988	H. sapiens	R. norvegicus	SLC25A21	Slc25a21
6988	H. sapiens	D. melanogaster	SLC25A21	CG5254
6988	H. sapiens	M. musculus	SLC25A21	Slc25a21
6988	H. sapiens	C. elegans	SLC25A21	R11.1
6992	H. sapiens	X. laevis	GRPEL1	grpel1
6992	H. sapiens	D. melanogaster	GRPEL1	Roe1
6992	H. sapiens	S. cerevisiae	GRPEL1	MGE1
6992	H. sapiens	C. elegans	GRPEL1	C34C12.8
6992	H. sapiens	M. musculus	GRPEL1	Grpel1
6992	H. sapiens	R. norvegicus	GRPEL1	Grpel1
6997	H. sapiens	D. melanogaster	FPGS	CG2543
6997	H. sapiens	M. musculus	FPGS	Fpgs
6997	H. sapiens	R. norvegicus	FPGS	Fpgs
6997	H. sapiens	S. cerevisiae	FPGS	MET7
6997	H. sapiens	C. elegans	FPGS	F25B5.6
6997	H. sapiens	X. laevis	FPGS	fpgs
6998	H. sapiens	S. cerevisiae	PUS7	PUS7
6998	H. sapiens	D. melanogaster	PUS7	CG6745
6998	H. sapiens	X. laevis	PUS7	pus7
6998	H. sapiens	R. norvegicus	PUS7	Pus7
6998	H. sapiens	M. musculus	PUS7	Pus7
7005	H. sapiens	C. elegans	EIF2B3	ppp-1
7005	H. sapiens	D. melanogaster	EIF2B3	eIF2B-gamma
7005	H. sapiens	X. laevis	EIF2B3	eif2b3
7005	H. sapiens	M. musculus	EIF2B3	Eif2b3
7005	H. sapiens	R. norvegicus	EIF2B3	Eif2b3
7006	H. sapiens	S. cerevisiae	GPN2	GPN2
7006	H. sapiens	X. laevis	GPN2	gpn2
7006	H. sapiens	D. melanogaster	GPN2	CG10222
7006	H. sapiens	M. musculus	GPN2	Gpn2
7006	H. sapiens	R. norvegicus	GPN2	Gpn2
7010	H. sapiens	R. norvegicus	TRIT1	Trit1
7010	H. sapiens	D. melanogaster	TRIT1	CG31381
7010	H. sapiens	M. musculus	TRIT1	Trit1
7010	H. sapiens	S. cerevisiae	TRIT1	MOD5
7010	H. sapiens	X. laevis	TRIT1	trit1
7010	H. sapiens	C. elegans	TRIT1	gro-1
7012	H. sapiens	M. musculus	PDCL3	Pdcl3
7012	H. sapiens	D. melanogaster	PDCL3	viaf
7012	H. sapiens	S. cerevisiae	PDCL3	PLP2
7012	H. sapiens	X. laevis	PDCL3	pdcl3
7012	H. sapiens	R. norvegicus	PDCL3	Pdcl3
7014	H. sapiens	M. musculus	TSTD1	Tstd1
7014	H. sapiens	R. norvegicus	TSTD1	Tstd1
7024	H. sapiens	X. laevis	NOP58	nop58
7024	H. sapiens	D. melanogaster	NOP58	nop5
7024	H. sapiens	R. norvegicus	NOP58	Nop58
7024	H. sapiens	C. elegans	NOP58	nol-5
7024	H. sapiens	M. musculus	NOP58	Nop58
7024	H. sapiens	S. cerevisiae	NOP58	NOP58
7033	H. sapiens	X. laevis	POLR1A	polr1a
7033	H. sapiens	C. elegans	POLR1A	Y48E1A.1
7033	H. sapiens	S. cerevisiae	POLR1A	RPA190
7033	H. sapiens	R. norvegicus	POLR1A	Polr1a
7033	H. sapiens	D. melanogaster	POLR1A	RpI1
7033	H. sapiens	M. musculus	POLR1A	Polr1a
7042	H. sapiens	R. norvegicus	CRY1	Cry1
7042	H. sapiens	M. musculus	CRY1	Cry1
7042	H. sapiens	X. laevis	CRY1	cry1
7047	H. sapiens	D. melanogaster	DIMT1	CG11837
7047	H. sapiens	S. cerevisiae	DIMT1	DIM1
7047	H. sapiens	C. elegans	DIMT1	E02H1.1
7047	H. sapiens	M. musculus	DIMT1	Dimt1
7047	H. sapiens	R. norvegicus	DIMT1	Dimt1
7047	H. sapiens	X. laevis	DIMT1	dimt1
7056	H. sapiens	M. musculus	SRP68	Srp68
7056	H. sapiens	D. melanogaster	SRP68	Srp68
7056	H. sapiens	X. laevis	SRP68	srp68
7056	H. sapiens	R. norvegicus	SRP68	Srp68
7056	H. sapiens	C. elegans	SRP68	CELE_F55C5.8
7060	H. sapiens	S. cerevisiae	ALG5	ALG5
7060	H. sapiens	D. melanogaster	ALG5	wol
7060	H. sapiens	C. elegans	ALG5	H43I07.3
7060	H. sapiens	X. laevis	ALG5	alg5
7060	H. sapiens	R. norvegicus	ALG5	Alg5
7060	H. sapiens	M. musculus	ALG5	Alg5
7065	H. sapiens	R. norvegicus	BMS1	Bms1
7065	H. sapiens	D. melanogaster	BMS1	CG7728
7065	H. sapiens	M. musculus	BMS1	Bms1
7065	H. sapiens	S. cerevisiae	BMS1	BMS1
7065	H. sapiens	X. laevis	BMS1	bms1
7065	H. sapiens	C. elegans	BMS1	CELE_Y61A9LA.10
7068	H. sapiens	S. cerevisiae	TYW1	TYW1
7068	H. sapiens	M. musculus	TYW1	Tyw1
7068	H. sapiens	R. norvegicus	TYW1	Tyw1
7068	H. sapiens	X. laevis	TYW1	tyw1
7069	H. sapiens	R. norvegicus	GDPD1	Gdpd1
7069	H. sapiens	X. laevis	GDPD1	gdpd1
7069	H. sapiens	M. musculus	GDPD1	Gdpd1
7082	H. sapiens	X. laevis	TMEM110-MUSTN1	tmem110.2
7082	H. sapiens	M. musculus	TMEM110-MUSTN1	Tmem110
7082	H. sapiens	R. norvegicus	TMEM110-MUSTN1	Tmem110
7083	H. sapiens	D. melanogaster	LARS	CG33123
7083	H. sapiens	S. cerevisiae	LARS	CDC60
7083	H. sapiens	X. laevis	LARS	lars
7083	H. sapiens	M. musculus	LARS	Lars
7083	H. sapiens	C. elegans	LARS	lars-1
7083	H. sapiens	R. norvegicus	LARS	Lars
7089	H. sapiens	M. musculus	IPO11	Ipo11
7089	H. sapiens	X. laevis	IPO11	ipo11
7089	H. sapiens	R. norvegicus	IPO11	Ipo11
7089	H. sapiens	D. melanogaster	IPO11	Ranbp11
7093	H. sapiens	S. cerevisiae	DARS2	MSD1
7093	H. sapiens	C. elegans	DARS2	dars-2
7093	H. sapiens	D. melanogaster	DARS2	CG31739
7093	H. sapiens	R. norvegicus	DARS2	Dars2
7093	H. sapiens	X. laevis	DARS2	dars2
7093	H. sapiens	M. musculus	DARS2	Dars2
7097	H. sapiens	C. elegans	YARS2	yars-1
7097	H. sapiens	S. cerevisiae	YARS2	MSY1
7097	H. sapiens	M. musculus	YARS2	Yars2
7097	H. sapiens	X. laevis	YARS2	yars2
7097	H. sapiens	D. melanogaster	YARS2	CG16912
7097	H. sapiens	R. norvegicus	YARS2	Yars2
7100	H. sapiens	X. laevis	GTPBP4	gtpbp4
7100	H. sapiens	C. elegans	GTPBP4	T07A9.9
7100	H. sapiens	D. melanogaster	GTPBP4	CG8801
7100	H. sapiens	M. musculus	GTPBP4	Gtpbp4
7100	H. sapiens	S. cerevisiae	GTPBP4	NOG1
7100	H. sapiens	R. norvegicus	GTPBP4	Gtpbp4
7105	H. sapiens	X. laevis	ELP3	elp3
7105	H. sapiens	M. musculus	ELP3	Elp3
7105	H. sapiens	D. melanogaster	ELP3	Elp3
7105	H. sapiens	C. elegans	ELP3	elpc-3
7105	H. sapiens	S. cerevisiae	ELP3	ELP3
7105	H. sapiens	R. norvegicus	ELP3	LOC100362548
7116	H. sapiens	R. norvegicus	VPS16	Vps16
7116	H. sapiens	M. musculus	VPS16	Vps16
7116	H. sapiens	D. melanogaster	VPS16	Vps16A
7116	H. sapiens	X. laevis	VPS16	vps16
7118	H. sapiens	M. musculus	IARS2	Iars2
7118	H. sapiens	D. melanogaster	IARS2	CG5414
7118	H. sapiens	X. laevis	IARS2	iars2
7118	H. sapiens	S. cerevisiae	IARS2	ISM1
7118	H. sapiens	C. elegans	IARS2	iars-2
7118	H. sapiens	R. norvegicus	IARS2	Iars2
7133	H. sapiens	X. laevis	POLR1B	polr1b
7133	H. sapiens	D. melanogaster	POLR1B	RpI135
7133	H. sapiens	C. elegans	POLR1B	F14B4.3
7133	H. sapiens	S. cerevisiae	POLR1B	RPA135
7133	H. sapiens	M. musculus	POLR1B	Polr1b
7133	H. sapiens	R. norvegicus	POLR1B	Polr1b
7135	H. sapiens	C. elegans	EIF6	eif-6
7135	H. sapiens	D. melanogaster	EIF6	eIF6
7135	H. sapiens	M. musculus	EIF6	Eif6
7135	H. sapiens	R. norvegicus	EIF6	Eif6
7135	H. sapiens	S. cerevisiae	EIF6	TIF6
7135	H. sapiens	X. laevis	EIF6	eif6
7139	H. sapiens	C. elegans	ATP6V1H	vha-15
7139	H. sapiens	D. melanogaster	ATP6V1H	VhaSFD
7139	H. sapiens	X. laevis	ATP6V1H	atp6v1h
7139	H. sapiens	R. norvegicus	ATP6V1H	Atp6v1h
7139	H. sapiens	M. musculus	ATP6V1H	Atp6v1h
7140	H. sapiens	S. cerevisiae	TIPRL	TIP41
7140	H. sapiens	D. melanogaster	TIPRL	CG9578
7140	H. sapiens	X. laevis	TIPRL	tiprl
7140	H. sapiens	R. norvegicus	TIPRL	Tiprl
7140	H. sapiens	C. elegans	TIPRL	ZK688.9
7140	H. sapiens	M. musculus	TIPRL	Tiprl
7144	H. sapiens	D. melanogaster	NDOR1	CG13667
7144	H. sapiens	R. norvegicus	NDOR1	Ndor1
7144	H. sapiens	S. cerevisiae	NDOR1	TAH18
7144	H. sapiens	X. laevis	NDOR1	ndor1
7144	H. sapiens	M. musculus	NDOR1	Ndor1
7144	H. sapiens	C. elegans	NDOR1	fre-1
7150	H. sapiens	M. musculus	TXNL4A	Txnl4a
7150	H. sapiens	R. norvegicus	TXNL4A	LOC100911462
7150	H. sapiens	S. cerevisiae	TXNL4A	DIB1
7150	H. sapiens	X. laevis	TXNL4A	txnl4a
7150	H. sapiens	D. melanogaster	TXNL4A	Dim1
7151	H. sapiens	X. laevis	PHF5A	phf5a
7151	H. sapiens	S. cerevisiae	PHF5A	RDS3
7151	H. sapiens	R. norvegicus	PHF5A	Phf5a
7151	H. sapiens	M. musculus	PHF5A	Phf5a
7151	H. sapiens	C. elegans	PHF5A	phf-5
7151	H. sapiens	D. melanogaster	PHF5A	CG9548
7155	H. sapiens	X. laevis	COG4	LOC100145689
7155	H. sapiens	C. elegans	COG4	cogc-4
7155	H. sapiens	D. melanogaster	COG4	CG7456
7155	H. sapiens	R. norvegicus	COG4	Cog4
7155	H. sapiens	M. musculus	COG4	Cog4
7157	H. sapiens	C. elegans	PSMD6	rpn-7
7157	H. sapiens	R. norvegicus	PSMD6	Psmd6
7157	H. sapiens	M. musculus	PSMD6	Psmd6
7157	H. sapiens	X. laevis	PSMD6	psmd6
7157	H. sapiens	D. melanogaster	PSMD6	Rpn7
7158	H. sapiens	C. elegans	RBM19	rbd-1
7158	H. sapiens	X. laevis	RBM19	rbm19
7158	H. sapiens	R. norvegicus	RBM19	Rbm19
7158	H. sapiens	M. musculus	RBM19	Rbm19
7158	H. sapiens	D. melanogaster	RBM19	CG3335
7158	H. sapiens	S. cerevisiae	RBM19	MRD1
7159	H. sapiens	C. elegans	CDIPT	pisy-1
7159	H. sapiens	M. musculus	CDIPT	Cdipt
7159	H. sapiens	D. melanogaster	CDIPT	Pis
7159	H. sapiens	X. laevis	CDIPT	cdipt
7159	H. sapiens	R. norvegicus	CDIPT	Cdipt
7159	H. sapiens	S. cerevisiae	CDIPT	PIS1
7160	H. sapiens	S. cerevisiae	MRI1	MRI1
7160	H. sapiens	R. norvegicus	MRI1	Mri1
